DR Number,Address,Cross Street,Location 
100216974,2ND                          ST,UNION                        AV,"(34.0637, -118.2662)"
100216977,7TH                          ST,HOOVER                       ST,"(34.0598, -118.2842)"
100216978,6TH                          ST,OCCIDENTAL                   BL,"(34.0657, -118.2825)"
100217003,HOLLYWOOD                    FY,GLENDALE                     BL,"(34.0696, -118.2612)"
100217030,5TH                          ST,BURLINGTON,"(34.0593, -118.2719)"
100217031,TEMPLE,BELMONT,"(34.0687, -118.2632)"
100217054,TEMPLE,BURLINGTON,"(34.0691, -118.2645)"
100217078,8TH                          ST,UNION,"(34.0526, -118.2728)"
100217079,4TH                          ST,GRAND VIEW,"(34.064, -118.2766)"
100217126,7TH,BURLINGTON,"(34.055, -118.2735)"
100217138,7TH                          ST,GARLAND,"(34.0517, -118.2663)"
100217157,ECHO PARK,BELLEVUE                     AV,"(34.0699, -118.2597)"
100217169,WILSHIRE,ALVARADO,"(34.0597, -118.2795)"
100217171,ROBINSON                     ST,BELLEVUE                     AV,"(34.0804, -118.2791)"
100217185,LOGAN,PARK,"(34.0772, -118.2584)"
100217192,WASHINGTON,UNION,"(34.0385, -118.2811)"
100217225,8TH                          ST,UNION                        AV,"(34.0523, -118.2722)"
100217231,HOOVER                       ST,OLYMPIC                      BL,"(34.0524, -118.2842)"
100217233,3RD                          ST,RAMPART                      BL,"(34.0663, -118.2789)"
100217270,8TH                          ST,PARK VIEW,"(34.0563, -118.2809)"
100217277,BEAUDRY                      ST,SUNSET                       BL,"(34.0652, -118.2492)"
100217279,7TH                          ST,ALVARADO                     BL,"(34.057, -118.2779)"
100217286,BOYLSTON                     AV,3RD                          ST,"(34.0565, -118.258)"
100217290,TEMPLE                       ST,CORONADO,"(34.0722, -118.2739)"
100217298,LUCAS,WITMER,"(34.0552, -118.2675)"
100217300,VIRGIL,OAKWOOD                      AV,"(34.0777, -118.2868)"
100217306,6TH                          ST,RAMPART                      BL,"(34.0624, -118.2813)"
100217307,8TH                          ST,VALENCIA,"(34.0517, -118.271)"
100217309,6TH,UNION                        AV,"(34.0579, -118.2711)"
100217332,OLYMPIC                      BL,BURLINGTON                   AV,"(34.0505, -118.2771)"
100217338,GRAND VIEW                   ST,7TH                          ST,"(34.057, -118.2792)"
100217342,6TH                          ST,UNION                        AV,"(34.0579, -118.2711)"
100217383,TEMPLE                       ST,BURLINGTON                   AV,"(34.0691, -118.2645)"
100217400,UNION                        DR,6TH                          ST,"(34.0569, -118.2689)"
100217401,12TH                         ST,UNION                        AV,"(34.0462, -118.276)"
100217403,6TH                          ST,ALVARADO                     ST,"(34.0596, -118.2749)"
100217409,3RD,BONNIE BRAE,"(34.0619, -118.2702)"
100217411,MELROSE,VERMONT,"(34.0836, -118.2917)"
100217418,VERMONT                      AV,MELROSE,"(34.0836, -118.2917)"
100217449,VALENCIA,6TH                          ST,"(34.0554, -118.2679)"
100217452,6TH                          ST,LOMA                         DR,"(34.0566, -118.2681)"
100217466,MOHAWK                       ST,SUNSET                       BL,"(34.0774, -118.265)"
100217507,6TH                          ST,WESTLAKE,"(34.059, -118.2725)"
100217532,7TH                          ST,PARK VIEW,"(34.0582, -118.2805)"
100217536,ALVARADO,8TH                          ST,"(34.0549, -118.2778)"
100217537,6TH,UNION,"(34.0569, -118.2689)"
100217547,ALVARADO                     ST,VENICE                       BL,"(34.0423, -118.2804)"
100217552,RAMPART                      BL,KENT,"(34.0786, -118.2708)"
100217653,TEMPLE,RAMPART,"(34.0726, -118.2749)"
100217553,6TH                          ST,UNION                        AV,"(34.0573, -118.2691)"
100217554,6TH                          ST,LA FAYETTE,"(34.0657, -118.2825)"
100217603,BONNIE BRAE                  AV,7TH                          ST,"(34.0554, -118.2745)"
100217604,BONNIE BRAE                  AV,7TH                          ST,"(34.0554, -118.2745)"
100217605,JAMES M WOOD,BURLINGTON                   AV,"(34.0521, -118.276)"
100217606,BURLINGTON                   AV,6TH                          ST,"(34.0579, -118.2711)"
100217615,HARTFORD,LYNWOOD,"(34.0508, -118.2683)"
100217625,LA FAYETTE,BEVERLY,"(34.0697, -118.2779)"
100217649,8TH                          ST,CARONDELET                   ST,"(34.0568, -118.2821)"
100217715,MELROSE                      BL,NEW HAMPSHIRE                BL,"(34.0836, -118.2928)"
100217716,TEMPLE                       ST,RAMPART                      BL,"(34.0726, -118.2749)"
100217724,12TH                         ST,ALVARADO,"(34.0488, -118.2817)"
100217740,WILLOWBROOK                  AV,MADISON                      AV,"(34.0888, -118.2881)"
100217753,7TH                          ST,BURLINGTON                   AV,"(34.055, -118.2735)"
100217761,7TH                          ST,ALVARADO                     ST,"(34.057, -118.2779)"
100217778,OLYMPIC,ALVARADO,"(34.0517, -118.2798)"
100217783,WILSHIRE,WESTLAKE,"(34.058, -118.2759)"
100217817,BEVERLY                      BL,ROSEMONT,"(34.0678, -118.2728)"
100217832,ALVARADO,6TH                          ST,"(34.0596, -118.2749)"
100217878,PICO                         BL,HOOVER                       ST,"(34.0473, -118.2842)"
100217923,LA FAYETTE P                 BL,3RD                          ST,"(34.0657, -118.2825)"
100217924,DEL MAR,HYPERION,"(34.0898, -118.2808)"
100217936,11TH                         PL,WESTLAKE                     AV,"(34.049, -118.2801)"
100217938,6TH                          ST,LAFAYETTE PARK               PL,"(34.0632, -118.2831)"
100217939,7TH                          ST,ALVARADO                     ST,"(34.0565, -118.2768)"
100217951,LAFAYETTE PARK,BEVERLY,"(34.0692, -118.2792)"
100217958,VERMONT,CLINTON,"(34.0818, -118.2917)"
100217967,3RD                          ST,LOMA,"(34.0599, -118.2655)"
100217975,SUNSET                       BL,LEMOYNE,"(34.0776, -118.2594)"
100217980,8TH,GARLAND,"(34.0496, -118.2677)"
100217995,11TH                         ST,WESTLAKE,"(34.0498, -118.2797)"
100218000,ECHO PARK                    AV,LAGUNA,"(34.0727, -118.2597)"
100218001,PICO                         BL,UNION                        AV,"(34.0451, -118.2779)"
100218002,7TH                          ST,ALVARADO                     BL,"(34.057, -118.2779)"
100218004,JAMES M WOOD                 BL,BLAINE                       ST,"(34.049, -118.2689)"
100218012,HOOVER                       BL,TEMPLE                       ST,"(34.0772, -118.2844)"
100218050,PICO                         BL,UNION                        AV,"(34.0446, -118.2769)"
100218064,BEVERLY                      BL,BONNIE BRAE                  ST,"(34.0656, -118.2678)"
100218099,ALVARADO                     ST,TEMPLE                       ST,"(34.0703, -118.268)"
100218112,6TH                          ST,LAFAYETTE PARK               PL,"(34.0632, -118.2831)"
100218127,6TH                          ST,BURLINGTON,"(34.0579, -118.2711)"
100218133,14TH                         ST,ALBANY                       ST,"(34.0417, -118.275)"
100218168,WITMER                       ST,INGRAHAM                     ST,"(34.0531, -118.2671)"
100218169,BEVERLY                      BL,BURLINGTON                   AV,"(34.065, -118.2666)"
100218179,NORMANDIE,BEVERLY,"(34.0763, -118.3012)"
100218184,BONNIE BRAE,7TH                          ST,"(34.0554, -118.2745)"
100218207,12TH                         ST,ALBANY,"(34.0449, -118.2731)"
100218214,WILSHIRE,BURLINGTON,"(34.0564, -118.2725)"
100218238,JAMES M WOOD,LAKE                         ST,"(34.0539, -118.2799)"
100218241,6TH                          ST,UNION                        AV,"(34.0579, -118.2711)"
100218254,KENMORE                      AV,OAKWOOD                      AV,"(34.0777, -118.2969)"
100218274,6TH                          ST,LA FAYETTE PARK              PL,"(34.0632, -118.2831)"
100218282,6TH,PARK VIEW,"(34.0609, -118.278)"
100218286,3RD                          ST,ALVARADO                     BL,"(34.063, -118.2727)"
100218292,ALVARADO,MONTROSE,"(34.0776, -118.2635)"
100218316,ROSENELL                     TR,TEMPLE                       ST,"(34.0727, -118.2706)"
100218320,ALBANY,OLYMPIC,"(34.0478, -118.2711)"
100218353,UNION                        AV,11TH                         PL,"(34.047, -118.2755)"
100218354,TEMPLE                       ST,GLENDALE                     BL,"(34.0685, -118.2624)"
100218364,6TH                          ST,ALVARADO,"(34.0601, -118.2761)"
100218365,6TH                          ST,ALVARADO,"(34.0601, -118.2761)"
100218368,PARK VIEW,6TH                          ST,"(34.0609, -118.278)"
100218373,VIRGIL,BURNS,"(34.0877, -118.2869)"
100218430,BEVERLY,ALVARADO,"(34.0667, -118.2703)"
100218432,5TH,LUCAS,"(34.0557, -118.2645)"
100218443,6TH                          ST,BEAUDRY                      AV,"(34.0529, -118.2596)"
100218453,11TH                         ST,ALVARADO                     ST,"(34.0505, -118.2814)"
100218463,TEMPLE                       ST,ALVARADO                     ST,"(34.0703, -118.268)"
100218466,12TH                         ST,ALVARADO,"(34.0488, -118.2817)"
100218469,6TH                          ST,BIXEL,"(34.054, -118.262)"
100218475,LUCAS,6TH                          ST,"(34.0548, -118.2638)"
100218476,RIDGE                        WY,DOUGLAS,"(34.0719, -118.2537)"
100218499,BONNIE BRAE,VENICE                       BL,"(34.0421, -118.2824)"
100218546,LOMA                         ST,COLUMBIA                     AV,"(34.0579, -118.2649)"
100218554,WESTLAKE,JAMES M WOOD,"(34.0529, -118.2776)"
100218560,11TH                         ST,VALENCIA                     ST,"(34.0469, -118.2733)"
100218570,OAK                          AV,VENICE                       BL,"(34.0398, -118.2751)"
100218588,SANTA MONICA,EDGEMONT,"(34.0909, -118.2961)"
100218590,VALENCIA,7TH,"(34.0531, -118.2694)"
100218591,VALENCIA,7TH,"(34.0531, -118.2694)"
100218592,VALENCIA,7TH,"(34.0531, -118.2694)"
100218593,VALENCIA,7TH,"(34.0531, -118.2694)"
100218627,PICO                         BL,UNION                        AV,"(34.0446, -118.2769)"
100218630,SUNSET                       BL,BEAUDRY,"(34.0652, -118.2492)"
100218637,8TH                          ST,LAKE                         ST,"(34.0554, -118.2789)"
100218646,BIXEL,6TH                          ST,"(34.054, -118.262)"
100218652,7TH,RAMPART,"(34.0594, -118.2833)"
100218653,6TH,BONNIE BRAE,"(34.0585, -118.2724)"
100218666,VIRGIL,SANTA MONICA                 BL,"(34.0909, -118.2867)"
100218678,SANTA MONICA,VERMONT,"(34.0909, -118.2917)"
100218682,8TH                          ST,UNION                        AV,"(34.0526, -118.2728)"
100218700,3RD                          ST,BIXEL                        ST,"(34.0576, -118.2598)"
100218709,TOLUCA                       ST,COLTON                       ST,"(34.0642, -118.2569)"
100218710,COLTON                       ST,TOLUCA                       ST,"(34.0633, -118.2575)"
100218716,14TH,BURLINGTON,"(34.0444, -118.2809)"
100218735,ALVARADO                     ST,PICO                         BL,"(34.0473, -118.2827)"
100218777,WILSHIRE,ALVARADO,"(34.058, -118.2759)"
100218805,4TH,BOYLSTON,"(34.0565, -118.258)"
100218828,LOMA                         ST,3RD                          ST,"(34.0599, -118.2655)"
100218871,BOYLSTON,BELLEVUE,"(34.0668, -118.2514)"
100218882,KENMORE,OAKWOOD,"(34.0777, -118.2969)"
100218890,SUNSET                       BL,LAVETA                       TR,"(34.0763, -118.2562)"
100218930,7TH                          ST,WESTLAKE                     ST,"(34.0559, -118.2751)"
100218968,ECHO PARK,SUNSET,"(34.0768, -118.2573)"
100218982,8TH                          ST,ALVARADO                     ST,"(34.0549, -118.2778)"
100219009,MELROSE,COMMONWEALTH,"(34.0836, -118.2856)"
100219011,VERMONT                      AV,BEVERLY                      BL,"(34.0777, -118.2917)"
100219025,ECHO PARK                    BL,SUNSET                       BL,"(34.0768, -118.2573)"
100219031,FOUNTAIN                     ST,VERMONT                      AV,"(34.0956, -118.2918)"
100219035,VENICE                       BL,BURLINGTON                   ST,"(34.0424, -118.281)"
100219049,PARK VIEW,OLYMPIC,"(34.0524, -118.2835)"
100219066,LAKE                         ST,4TH                          ST,"(34.061, -118.2775)"
100219068,UNION                        AV,12TH                         PL,"(34.0455, -118.2765)"
100219069,UNION                        AV,12TH                         PL,"(34.0455, -118.2765)"
100219076,4TH,LUCAS,"(34.0574, -118.2621)"
100219097,ALVARADO                     BL,8TH                          ST,"(34.0549, -118.2778)"
100219101,PARK,LEMOYNE,"(34.0757, -118.2605)"
100219102,ALVARADO                     BL,7TH                          ST,"(34.056, -118.2771)"
100219104,OLYMPIC                      BL,WESTLAKE                     BL,"(34.0512, -118.2787)"
100219105,BOSTON                       ST,EDGEWARE                     RD,"(34.0675, -118.2541)"
100219108,ALVARADO,7TH                          ST,"(34.0565, -118.2768)"
100219133,WESTLAKE,WILSHIRE,"(34.0574, -118.2736)"
100219163,6TH                          ST,BURLINGTON,"(34.0579, -118.2711)"
100219191,JAMES M WOOD                 AV,UNION                        AV,"(34.0511, -118.2738)"
100219220,11TH                         ST,WESTLAKE                     AV,"(34.05, -118.2802)"
100219228,8TH,WITMER,"(34.0508, -118.2683)"
100219230,PICO,UNION,"(34.0446, -118.2769)"
100219295,WILSHIRE,UNION,"(34.0554, -118.2702)"
100219346,PICO                         BL,UNION                        AV,"(34.0446, -118.2769)"
100219383,INGRAHAM                     ST,BIXEL                        ST,"(34.0518, -118.2637)"
100219397,8TH,BONNIE BRAE,"(34.0539, -118.2756)"
100219400,MARION,SUNSET                       BL,"(34.068, -118.2517)"
100219425,BENTON,TEMPLE,"(34.0729, -118.2757)"
100219440,6TH                          ST,BURLINGTON                   AV,"(34.0579, -118.2711)"
100219442,3RD                          ST,RENO                         ST,"(34.0682, -118.2833)"
100219451,3RD                          ST,WESTLAKE                     AV,"(34.0625, -118.2714)"
